full_part_number,section,subsection,position_details
,High Density,Overall Dimensions,Pos1(): Fixed value
"77SDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(77): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777SDDGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777SDDGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(SD): Standard density | Pos4(D): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDEGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDEGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(E): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDAGVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDAGVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(A): Shell size | Pos5(G): Rear insert M3 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHno digitP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHno digitP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHno digitS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHno digitS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(no digit): 3.05mm rivet | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHVFP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHVFP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHVFS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHVFS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VF): Screwlock 4-40 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHVFMP09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHVFMP15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(P): Pin | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
"777HDBHVFMS09, 15, 25, 37, 50",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(09, 15, 25, 37, 50): SD | Pos9(): Fixed value"
"777HDBHVFMS15, 26, 44, 62, 78",How to order,,"Pos1(): Fixed value | Pos2(777): tinned shell for receptacle | Pos3(HD): High density | Pos4(B): Shell size | Pos5(H): Rear insert 4-40 | Pos6(VFM): Screwlock M3 | Pos7(S): Socket | Pos8(15, 26, 44, 62, 78): HD | Pos9(): Fixed value"
